Location,x,t,nFx
United States of America,20,1959,0.251
United States of America,25,1959,0.192
United States of America,30,1959,0.112
United States of America,35,1959,0.056
United States of America,40,1959,0.015
United States of America,45,1959,0.001
United States of America,50,1959,0
United States of America,10,1960,0.002
United States of America,15,1960,0.082
United States of America,20,1960,0.248
United States of America,25,1960,0.192
United States of America,30,1960,0.11
United States of America,35,1960,0.055
United States of America,40,1960,0.015
United States of America,45,1960,0.001
United States of America,50,1960,0
United States of America,10,1961,0.002
United States of America,15,1961,0.081
United States of America,20,1961,0.245
United States of America,25,1961,0.192
United States of America,30,1961,0.11
United States of America,35,1961,0.054
United States of America,40,1961,0.015
United States of America,45,1961,0.001
United States of America,50,1961,0
United States of America,10,1962,0.001
United States of America,15,1962,0.075
United States of America,20,1962,0.237
United States of America,25,1962,0.186
United States of America,30,1962,0.107
United States of America,35,1962,0.051
United States of America,40,1962,0.015
United States of America,45,1962,0.001
United States of America,50,1962,0
United States of America,10,1963,0.001
United States of America,15,1963,0.069
United States of America,20,1963,0.227
United States of America,25,1963,0.182
United States of America,30,1963,0.104
United States of America,35,1963,0.05
United States of America,40,1963,0.014
United States of America,45,1963,0.001
United States of America,50,1963,0
United States of America,10,1964,0.001
United States of America,15,1964,0.067
United States of America,20,1964,0.216
United States of America,25,1964,0.175
United States of America,30,1964,0.101
United States of America,35,1964,0.049
United States of America,40,1964,0.014
United States of America,45,1964,0.001
United States of America,50,1964,0
United States of America,10,1965,0.001
United States of America,15,1965,0.069
United States of America,20,1965,0.193
United States of America,25,1965,0.158
United States of America,30,1965,0.093
United States of America,35,1965,0.045
United States of America,40,1965,0.012
United States of America,45,1965,0.001
United States of America,50,1965,0
United States of America,10,1966,0.001
United States of America,15,1966,0.069
United States of America,20,1966,0.181
United States of America,25,1966,0.145
United States of America,30,1966,0.084
United States of America,35,1966,0.04
United States of America,40,1966,0.011
United States of America,45,1966,0.001
United States of America,50,1966,0
United States of America,10,1967,0.001
United States of America,15,1967,0.064
United States of America,20,1967,0.172
United States of America,25,1967,0.14
United States of America,30,1967,0.078
United States of America,35,1967,0.037
United States of America,40,1967,0.01
United States of America,45,1967,0.001
United States of America,50,1967,0
United States of America,10,1968,0.002
United States of America,15,1968,0.06
United States of America,20,1968,0.165
United States of America,25,1968,0.14
United States of America,30,1968,0.074
United States of America,35,1968,0.034
United States of America,40,1968,0.009
United States of America,45,1968,0.001
United States of America,50,1968,0
United States of America,10,1969,0.002
United States of America,15,1969,0.061
United States of America,20,1969,0.165
United States of America,25,1969,0.143
United States of America,30,1969,0.073
United States of America,35,1969,0.032
United States of America,40,1969,0.009
United States of America,45,1969,0.001
United States of America,50,1969,0
United States of America,10,1970,0.002
United States of America,15,1970,0.066
United States of America,20,1970,0.167
United States of America,25,1970,0.145
United States of America,30,1970,0.074
United States of America,35,1970,0.032
United States of America,40,1970,0.008
United States of America,45,1970,0
United States of America,50,1970,0
United States of America,10,1971,0.002
United States of America,15,1971,0.063
United States of America,20,1971,0.15
United States of America,25,1971,0.133
United States of America,30,1971,0.068
United States of America,35,1971,0.029
United States of America,40,1971,0.007
United States of America,45,1971,0
United States of America,50,1971,0
United States of America,10,1972,0.002
United States of America,15,1972,0.06
United States of America,20,1972,0.13
United States of America,25,1972,0.119
United States of America,30,1972,0.061
United States of America,35,1972,0.025
United States of America,40,1972,0.006
United States of America,45,1972,0
United States of America,50,1972,0
United States of America,10,1973,0.002
United States of America,15,1973,0.057
United States of America,20,1973,0.119
United States of America,25,1973,0.113
United States of America,30,1973,0.057
United States of America,35,1973,0.022
United States of America,40,1973,0.005
United States of America,45,1973,0
United States of America,50,1973,0
United States of America,10,1974,0.002
United States of America,15,1974,0.056
United States of America,20,1974,0.117
United States of America,25,1974,0.111
United States of America,30,1974,0.055
United States of America,35,1974,0.02
United States of America,40,1974,0.005
United States of America,45,1974,0
United States of America,50,1974,0
United States of America,10,1975,0.002
United States of America,15,1975,0.054
United States of America,20,1975,0.113
United States of America,25,1975,0.107
United States of America,30,1975,0.053
United States of America,35,1975,0.02
United States of America,40,1975,0.005
United States of America,45,1975,0
United States of America,50,1975,0
United States of America,10,1976,0.002
United States of America,15,1976,0.052
United States of America,20,1976,0.11
United States of America,25,1976,0.106
United States of America,30,1976,0.054
United States of America,35,1976,0.019
United States of America,40,1976,0.004
United States of America,45,1976,0
United States of America,50,1976,0
United States of America,10,1977,0.002
United States of America,15,1977,0.052
United States of America,20,1977,0.112
United States of America,25,1977,0.11
United States of America,30,1977,0.058
United States of America,35,1977,0.02
United States of America,40,1977,0.004
United States of America,45,1977,0
United States of America,50,1977,0
United States of America,10,1978,0.002
United States of America,15,1978,0.051
United States of America,20,1978,0.11
United States of America,25,1978,0.109
United States of America,30,1978,0.06
United States of America,35,1978,0.02
United States of America,40,1978,0.004
United States of America,45,1978,0
United States of America,50,1978,0
United States of America,10,1979,0.002
United States of America,15,1979,0.052
United States of America,20,1979,0.113
United States of America,25,1979,0.111
United States of America,30,1979,0.061
United States of America,35,1979,0.02
United States of America,40,1979,0.004
United States of America,45,1979,0
United States of America,50,1979,0
United States of America,10,1980,0.002
United States of America,15,1980,0.053
United States of America,20,1980,0.115
United States of America,25,1980,0.112
United States of America,30,1980,0.062
United States of America,35,1980,0.02
United States of America,40,1980,0.004
United States of America,45,1980,0
United States of America,50,1980,0
United States of America,10,1981,0.002
United States of America,15,1981,0.052
United States of America,20,1981,0.112
United States of America,25,1981,0.111
United States of America,30,1981,0.062
United States of America,35,1981,0.021
United States of America,40,1981,0.004
United States of America,45,1981,0
United States of America,50,1981,0
United States of America,10,1982,0.002
United States of America,15,1982,0.053
United States of America,20,1982,0.111
United States of America,25,1982,0.111
United States of America,30,1982,0.065
United States of America,35,1982,0.022
United States of America,40,1982,0.004
United States of America,45,1982,0
United States of America,50,1982,0
United States of America,10,1983,0.002
United States of America,15,1983,0.052
United States of America,20,1983,0.108
United States of America,25,1983,0.108
United States of America,30,1983,0.066
United States of America,35,1983,0.023
United States of America,40,1983,0.004
United States of America,45,1983,0
United States of America,50,1983,0
United States of America,10,1984,0.002
United States of America,15,1984,0.051
United States of America,20,1984,0.107
United States of America,25,1984,0.108
United States of America,30,1984,0.068
United States of America,35,1984,0.024
United States of America,40,1984,0.004
United States of America,45,1984,0
United States of America,50,1984,0
United States of America,10,1985,0.002
United States of America,15,1985,0.051
United States of America,20,1985,0.108
United States of America,25,1985,0.11
United States of America,30,1985,0.07
United States of America,35,1985,0.024
United States of America,40,1985,0.004
United States of America,45,1985,0
United States of America,50,1985,0
United States of America,10,1986,0.002
United States of America,15,1986,0.05
United States of America,20,1986,0.108
United States of America,25,1986,0.109
United States of America,30,1986,0.071
United States of America,35,1986,0.025
United States of America,40,1986,0.004
United States of America,45,1986,0
United States of America,50,1986,0
United States of America,10,1987,0.002
United States of America,15,1987,0.05
United States of America,20,1987,0.108
United States of America,25,1987,0.111
United States of America,30,1987,0.073
United States of America,35,1987,0.027
United States of America,40,1987,0.005
United States of America,45,1987,0
United States of America,50,1987,0
United States of America,10,1988,0.002
United States of America,15,1988,0.054
United States of America,20,1988,0.11
United States of America,25,1988,0.114
United States of America,30,1988,0.075
United States of America,35,1988,0.029
United States of America,40,1988,0.005
United States of America,45,1988,0
United States of America,50,1988,0
United States of America,10,1989,0.002
United States of America,15,1989,0.058
United States of America,20,1989,0.113
United States of America,25,1989,0.117
United States of America,30,1989,0.078
United States of America,35,1989,0.031
United States of America,40,1989,0.005
United States of America,45,1989,0
United States of America,50,1989,0
United States of America,10,1990,0.002
United States of America,15,1990,0.061
United States of America,20,1990,0.116
United States of America,25,1990,0.119
United States of America,30,1990,0.081
United States of America,35,1990,0.032
United States of America,40,1990,0.005
United States of America,45,1990,0
United States of America,50,1990,0
United States of America,10,1991,0.002
United States of America,15,1991,0.061
United States of America,20,1991,0.115
United States of America,25,1991,0.117
United States of America,30,1991,0.079
United States of America,35,1991,0.032
United States of America,40,1991,0.006
United States of America,45,1991,0
United States of America,50,1991,0
United States of America,10,1992,0.002
United States of America,15,1992,0.06
United States of America,20,1992,0.114
United States of America,25,1992,0.115
United States of America,30,1992,0.08
United States of America,35,1992,0.033
United States of America,40,1992,0.006
United States of America,45,1992,0
United States of America,50,1992,0
United States of America,10,1993,0.002
United States of America,15,1993,0.058
United States of America,20,1993,0.111
United States of America,25,1993,0.112
United States of America,30,1993,0.08
United States of America,35,1993,0.033
United States of America,40,1993,0.006
United States of America,45,1993,0
United States of America,50,1993,0
United States of America,10,1994,0.002
United States of America,15,1994,0.057
United States of America,20,1994,0.109
United States of America,25,1994,0.11
United States of America,30,1994,0.08
United States of America,35,1994,0.034
United States of America,40,1994,0.007
United States of America,45,1994,0
United States of America,50,1994,0
United States of America,10,1995,0.002
United States of America,15,1995,0.054
United States of America,20,1995,0.107
United States of America,25,1995,0.108
United States of America,30,1995,0.081
United States of America,35,1995,0.034
United States of America,40,1995,0.007
United States of America,45,1995,0
United States of America,50,1995,0
United States of America,10,1996,0.002
United States of America,15,1996,0.052
United States of America,20,1996,0.108
United States of America,25,1996,0.108
United States of America,30,1996,0.082
United States of America,35,1996,0.035
United States of America,40,1996,0.007
United States of America,45,1996,0
United States of America,50,1996,0
United States of America,10,1997,0.002
United States of America,15,1997,0.05
United States of America,20,1997,0.107
United States of America,25,1997,0.108
United States of America,30,1997,0.083
United States of America,35,1997,0.036
United States of America,40,1997,0.007
United States of America,45,1997,0
United States of America,50,1997,0
United States of America,10,1998,0.001
United States of America,15,1998,0.049
United States of America,20,1998,0.108
United States of America,25,1998,0.11
United States of America,30,1998,0.084
United States of America,35,1998,0.037
United States of America,40,1998,0.007
United States of America,45,1998,0
United States of America,50,1998,0
United States of America,10,1999,0.001
United States of America,15,1999,0.048
United States of America,20,1999,0.108
United States of America,25,1999,0.111
United States of America,30,1999,0.087
United States of America,35,1999,0.038
United States of America,40,1999,0.007
United States of America,45,1999,0
United States of America,50,1999,0
United States of America,10,2000,0.001
United States of America,15,2000,0.047
United States of America,20,2000,0.109
United States of America,25,2000,0.113
United States of America,30,2000,0.091
United States of America,35,2000,0.04
United States of America,40,2000,0.008
United States of America,45,2000,0
United States of America,50,2000,0
United States of America,10,2001,0.001
United States of America,15,2001,0.044
United States of America,20,2001,0.106
United States of America,25,2001,0.113
United States of America,30,2001,0.092
United States of America,35,2001,0.04
United States of America,40,2001,0.008
United States of America,45,2001,0
United States of America,50,2001,0
United States of America,10,2002,0.001
United States of America,15,2002,0.042
United States of America,20,2002,0.103
United States of America,25,2002,0.114
United States of America,30,2002,0.093
United States of America,35,2002,0.041
United States of America,40,2002,0.008
United States of America,45,2002,0
United States of America,50,2002,0
United States of America,10,2003,0.001
United States of America,15,2003,0.04
United States of America,20,2003,0.103
United States of America,25,2003,0.116
United States of America,30,2003,0.095
United States of America,35,2003,0.043
United States of America,40,2003,0.009
United States of America,45,2003,0
United States of America,50,2003,0
United States of America,10,2004,0.001
United States of America,15,2004,0.04
United States of America,20,2004,0.102
United States of America,25,2004,0.116
United States of America,30,2004,0.096
United States of America,35,2004,0.045
United States of America,40,2004,0.009
United States of America,45,2004,0
United States of America,50,2004,0
United States of America,10,2005,0.001
United States of America,15,2005,0.039
United States of America,20,2005,0.102
United States of America,25,2005,0.116
United States of America,30,2005,0.096
United States of America,35,2005,0.046
United States of America,40,2005,0.009
United States of America,45,2005,0
United States of America,50,2005,0
United States of America,10,2006,0.001
United States of America,15,2006,0.04
United States of America,20,2006,0.105
United States of America,25,2006,0.117
United States of America,30,2006,0.099
United States of America,35,2006,0.048
United States of America,40,2006,0.009
United States of America,45,2006,0.001
United States of America,50,2006,0
United States of America,10,2007,0.001
United States of America,15,2007,0.04
United States of America,20,2007,0.105
United States of America,25,2007,0.117
United States of America,30,2007,0.1
United States of America,35,2007,0.048
United States of America,40,2007,0.009
United States of America,45,2007,0.001
United States of America,50,2007,0
United States of America,10,2008,0.001
United States of America,15,2008,0.04
United States of America,20,2008,0.102
United States of America,25,2008,0.115
United States of America,30,2008,0.099
United States of America,35,2008,0.047
United States of America,40,2008,0.01
United States of America,45,2008,0.001
United States of America,50,2008,0
United States of America,10,2009,0.001
United States of America,15,2009,0.038
United States of America,20,2009,0.096
United States of America,25,2009,0.111
United States of America,30,2009,0.098
United States of America,35,2009,0.046
United States of America,40,2009,0.01
United States of America,45,2009,0.001
United States of America,50,2009,0
United States of America,10,2010,0.001
United States of America,15,2010,0.034
United States of America,20,2010,0.09
United States of America,25,2010,0.108
United States of America,30,2010,0.097
United States of America,35,2010,0.046
United States of America,40,2010,0.01
United States of America,45,2010,0.001
United States of America,50,2010,0
United States of America,10,2011,0.001
United States of America,15,2011,0.031
United States of America,20,2011,0.086
United States of America,25,2011,0.107
United States of America,30,2011,0.097
United States of America,35,2011,0.047
United States of America,40,2011,0.01
United States of America,45,2011,0.001
United States of America,50,2011,0
United States of America,10,2012,0.001
United States of America,15,2012,0.029
United States of America,20,2012,0.083
United States of America,25,2012,0.106
United States of America,30,2012,0.098
United States of America,35,2012,0.048
United States of America,40,2012,0.01
United States of America,45,2012,0.001
United States of America,50,2012,0
United States of America,10,2013,0
United States of America,15,2013,0.026
United States of America,20,2013,0.081
United States of America,25,2013,0.105
United States of America,30,2013,0.098
United States of America,35,2013,0.049
United States of America,40,2013,0.01
United States of America,45,2013,0.001
United States of America,50,2013,0
United States of America,10,2014,0
United States of America,15,2014,0.024
United States of America,20,2014,0.079
United States of America,25,2014,0.105
United States of America,30,2014,0.101
United States of America,35,2014,0.051
United States of America,40,2014,0.01
United States of America,45,2014,0.001
United States of America,50,2014,0
United States of America,10,2015,0
United States of America,15,2015,0.022
United States of America,20,2015,0.077
United States of America,25,2015,0.104
United States of America,30,2015,0.102
United States of America,35,2015,0.052
United States of America,40,2015,0.011
United States of America,45,2015,0.001
United States of America,50,2015,0
United States of America,10,2016,0
United States of America,15,2016,0.02
United States of America,20,2016,0.074
United States of America,25,2016,0.101
United States of America,30,2016,0.103
United States of America,35,2016,0.053
United States of America,40,2016,0.011
United States of America,45,2016,0.001
United States of America,50,2016,0
United States of America,10,2017,0
United States of America,15,2017,0.018
United States of America,20,2017,0.071
United States of America,25,2017,0.098
United States of America,30,2017,0.1
United States of America,35,2017,0.053
United States of America,40,2017,0.012
United States of America,45,2017,0.001
United States of America,50,2017,0
United States of America,10,2018,0
United States of America,15,2018,0.017
United States of America,20,2018,0.068
United States of America,25,2018,0.095
United States of America,30,2018,0.099
United States of America,35,2018,0.053
United States of America,40,2018,0.012
United States of America,45,2018,0.001
United States of America,50,2018,0
United States of America,10,2019,0
United States of America,15,2019,0.016
United States of America,20,2019,0.066
United States of America,25,2019,0.093
United States of America,30,2019,0.097
United States of America,35,2019,0.053
United States of America,40,2019,0.012
United States of America,45,2019,0.001
United States of America,50,2019,0
United States of America,10,2020,0
United States of America,15,2020,0.016
United States of America,20,2020,0.064
United States of America,25,2020,0.091
United States of America,30,2020,0.095
United States of America,35,2020,0.051
United States of America,40,2020,0.012
United States of America,45,2020,0.001
United States of America,50,2020,0
United States of America,10,2021,0
United States of America,15,2021,0.016
United States of America,20,2021,0.065
United States of America,25,2021,0.092
United States of America,30,2021,0.096
United States of America,35,2021,0.052
United States of America,40,2021,0.012
United States of America,45,2021,0.001
United States of America,50,2021,0
United States of America,10,2022,0
United States of America,15,2022,0.015
United States of America,20,2022,0.063
United States of America,25,2022,0.092
United States of America,30,2022,0.096
United States of America,35,2022,0.053
United States of America,40,2022,0.012
United States of America,45,2022,0.001
United States of America,50,2022,0
United States of America,10,2023,0
United States of America,15,2023,0.014
United States of America,20,2023,0.062
United States of America,25,2023,0.091
United States of America,30,2023,0.097
United States of America,35,2023,0.054
United States of America,40,2023,0.012
United States of America,45,2023,0.001
United States of America,50,2023,0
United States of America,10,2024,0
United States of America,15,2024,0.014
United States of America,20,2024,0.061
United States of America,25,2024,0.091
United States of America,30,2024,0.098
United States of America,35,2024,0.055
United States of America,40,2024,0.013
United States of America,45,2024,0.001
United States of America,50,2024,0
United States of America,10,2025,0
United States of America,15,2025,0.013
United States of America,20,2025,0.06
United States of America,25,2025,0.091
United States of America,30,2025,0.099
United States of America,35,2025,0.056
United States of America,40,2025,0.013
United States of America,45,2025,0.001
United States of America,50,2025,0
United States of America,10,2026,0
United States of America,15,2026,0.013
United States of America,20,2026,0.058
United States of America,25,2026,0.091
United States of America,30,2026,0.1
United States of America,35,2026,0.057
United States of America,40,2026,0.013
United States of America,45,2026,0.001
United States of America,50,2026,0
United States of America,10,2027,0
United States of America,15,2027,0.012
United States of America,20,2027,0.057
United States of America,25,2027,0.091
United States of America,30,2027,0.101
United States of America,35,2027,0.058
United States of America,40,2027,0.013
United States of America,45,2027,0.001
United States of America,50,2027,0
United States of America,10,2028,0
United States of America,15,2028,0.012
United States of America,20,2028,0.056
United States of America,25,2028,0.091
United States of America,30,2028,0.103
United States of America,35,2028,0.058
United States of America,40,2028,0.014
United States of America,45,2028,0.001
United States of America,50,2028,0
United States of America,10,2029,0
United States of America,15,2029,0.011
United States of America,20,2029,0.054
United States of America,25,2029,0.092
United States of America,30,2029,0.104
United States of America,35,2029,0.059
United States of America,40,2029,0.014
United States of America,45,2029,0.001
United States of America,50,2029,0
United States of America,10,2030,0
United States of America,15,2030,0.011
United States of America,20,2030,0.053
United States of America,25,2030,0.092
United States of America,30,2030,0.105
United States of America,35,2030,0.059
United States of America,40,2030,0.014
United States of America,45,2030,0.001
United States of America,50,2030,0
United States of America,10,2031,0
United States of America,15,2031,0.01
United States of America,20,2031,0.052
United States of America,25,2031,0.092
United States of America,30,2031,0.106
United States of America,35,2031,0.06
United States of America,40,2031,0.014
United States of America,45,2031,0.001
United States of America,50,2031,0
United States of America,10,2032,0
United States of America,15,2032,0.01
United States of America,20,2032,0.051
United States of America,25,2032,0.093
United States of America,30,2032,0.107
United States of America,35,2032,0.061
United States of America,40,2032,0.014
United States of America,45,2032,0.001
United States of America,50,2032,0
United States of America,10,2033,0
United States of America,15,2033,0.009
United States of America,20,2033,0.05
United States of America,25,2033,0.094
United States of America,30,2033,0.109
United States of America,35,2033,0.062
United States of America,40,2033,0.014
United States of America,45,2033,0.001
United States of America,50,2033,0
United States of America,10,2034,0
United States of America,15,2034,0.009
United States of America,20,2034,0.048
United States of America,25,2034,0.094
United States of America,30,2034,0.109
United States of America,35,2034,0.062
United States of America,40,2034,0.014
United States of America,45,2034,0.001
United States of America,50,2034,0
United States of America,10,2035,0
United States of America,15,2035,0.009
United States of America,20,2035,0.047
United States of America,25,2035,0.095
United States of America,30,2035,0.11
United States of America,35,2035,0.062
United States of America,40,2035,0.014
United States of America,45,2035,0.001
United States of America,50,2035,0
United States of America,10,2036,0
United States of America,15,2036,0.008
United States of America,20,2036,0.046
United States of America,25,2036,0.095
United States of America,30,2036,0.111
United States of America,35,2036,0.063
United States of America,40,2036,0.014
United States of America,45,2036,0.001
United States of America,50,2036,0
United States of America,10,2037,0
United States of America,15,2037,0.008
United States of America,20,2037,0.044
United States of America,25,2037,0.096
United States of America,30,2037,0.112
United States of America,35,2037,0.063
United States of America,40,2037,0.014
United States of America,45,2037,0.001
United States of America,50,2037,0
United States of America,10,2038,0
United States of America,15,2038,0.008
United States of America,20,2038,0.043
United States of America,25,2038,0.096
United States of America,30,2038,0.113
United States of America,35,2038,0.063
United States of America,40,2038,0.014
United States of America,45,2038,0.001
United States of America,50,2038,0
United States of America,10,2039,0
United States of America,15,2039,0.007
United States of America,20,2039,0.042
United States of America,25,2039,0.097
United States of America,30,2039,0.114
United States of America,35,2039,0.063
United States of America,40,2039,0.014
United States of America,45,2039,0.001
United States of America,50,2039,0
United States of America,10,2040,0
United States of America,15,2040,0.007
United States of America,20,2040,0.041
United States of America,25,2040,0.097
United States of America,30,2040,0.114
United States of America,35,2040,0.062
United States of America,40,2040,0.014
United States of America,45,2040,0.001
United States of America,50,2040,0
United States of America,10,2041,0
United States of America,15,2041,0.007
United States of America,20,2041,0.04
United States of America,25,2041,0.098
United States of America,30,2041,0.115
United States of America,35,2041,0.063
United States of America,40,2041,0.014
United States of America,45,2041,0.001
United States of America,50,2041,0
United States of America,10,2042,0
United States of America,15,2042,0.007
United States of America,20,2042,0.04
United States of America,25,2042,0.099
United States of America,30,2042,0.116
United States of America,35,2042,0.063
United States of America,40,2042,0.014
United States of America,45,2042,0.001
United States of America,50,2042,0
United States of America,10,2043,0
United States of America,15,2043,0.007
United States of America,20,2043,0.04
United States of America,25,2043,0.099
United States of America,30,2043,0.116
United States of America,35,2043,0.063
United States of America,40,2043,0.014
United States of America,45,2043,0.001
United States of America,50,2043,0
United States of America,10,2044,0
United States of America,15,2044,0.007
United States of America,20,2044,0.04
United States of America,25,2044,0.099
United States of America,30,2044,0.116
United States of America,35,2044,0.063
United States of America,40,2044,0.014
United States of America,45,2044,0.001
United States of America,50,2044,0
United States of America,10,2045,0
United States of America,15,2045,0.007
United States of America,20,2045,0.04
United States of America,25,2045,0.099
United States of America,30,2045,0.116
United States of America,35,2045,0.062
United States of America,40,2045,0.014
United States of America,45,2045,0.001
United States of America,50,2045,0
United States of America,10,2046,0
United States of America,15,2046,0.007
United States of America,20,2046,0.04
United States of America,25,2046,0.099
United States of America,30,2046,0.116
United States of America,35,2046,0.062
United States of America,40,2046,0.014
United States of America,45,2046,0.001
United States of America,50,2046,0
United States of America,10,2047,0
United States of America,15,2047,0.007
United States of America,20,2047,0.04
United States of America,25,2047,0.099
United States of America,30,2047,0.116
United States of America,35,2047,0.062
United States of America,40,2047,0.014
United States of America,45,2047,0.001
United States of America,50,2047,0
United States of America,10,2048,0
United States of America,15,2048,0.007
United States of America,20,2048,0.04
United States of America,25,2048,0.099
United States of America,30,2048,0.116
United States of America,35,2048,0.062
United States of America,40,2048,0.014
United States of America,45,2048,0.001
United States of America,50,2048,0
United States of America,10,2049,0
United States of America,15,2049,0.007
United States of America,20,2049,0.04
United States of America,25,2049,0.099
United States of America,30,2049,0.116
United States of America,35,2049,0.063
United States of America,40,2049,0.014
United States of America,45,2049,0.001
United States of America,50,2049,0
United States of America,10,2050,0
United States of America,15,2050,0.007
United States of America,20,2050,0.04
United States of America,25,2050,0.099
United States of America,30,2050,0.116
United States of America,35,2050,0.063
United States of America,40,2050,0.014
United States of America,45,2050,0.001
United States of America,50,2050,0
United States of America,10,2051,0
United States of America,15,2051,0.007
United States of America,20,2051,0.04
United States of America,25,2051,0.099
United States of America,30,2051,0.116
United States of America,35,2051,0.063
United States of America,40,2051,0.014
United States of America,45,2051,0.001
United States of America,50,2051,0
United States of America,10,2052,0
United States of America,15,2052,0.007
United States of America,20,2052,0.04
United States of America,25,2052,0.099
United States of America,30,2052,0.116
United States of America,35,2052,0.063
United States of America,40,2052,0.014
United States of America,45,2052,0.001
United States of America,50,2052,0
United States of America,10,2053,0
United States of America,15,2053,0.007
United States of America,20,2053,0.04
United States of America,25,2053,0.099
United States of America,30,2053,0.116
United States of America,35,2053,0.062
United States of America,40,2053,0.014
United States of America,45,2053,0.001
United States of America,50,2053,0
United States of America,10,2054,0
United States of America,15,2054,0.007
United States of America,20,2054,0.04
United States of America,25,2054,0.099
United States of America,30,2054,0.117
United States of America,35,2054,0.062
United States of America,40,2054,0.014
United States of America,45,2054,0.001
United States of America,50,2054,0
United States of America,10,2055,0
United States of America,15,2055,0.007
United States of America,20,2055,0.04
United States of America,25,2055,0.099
United States of America,30,2055,0.117
United States of America,35,2055,0.062
United States of America,40,2055,0.014
United States of America,45,2055,0.001
United States of America,50,2055,0
United States of America,10,2056,0
United States of America,15,2056,0.007
United States of America,20,2056,0.04
United States of America,25,2056,0.099
United States of America,30,2056,0.117
United States of America,35,2056,0.063
United States of America,40,2056,0.014
United States of America,45,2056,0.001
United States of America,50,2056,0
United States of America,10,2057,0
United States of America,15,2057,0.007
United States of America,20,2057,0.04
United States of America,25,2057,0.099
United States of America,30,2057,0.117
United States of America,35,2057,0.063
United States of America,40,2057,0.014
United States of America,45,2057,0.001
United States of America,50,2057,0
United States of America,10,2058,0
United States of America,15,2058,0.007
United States of America,20,2058,0.04
United States of America,25,2058,0.099
United States of America,30,2058,0.117
United States of America,35,2058,0.063
United States of America,40,2058,0.014
United States of America,45,2058,0.001
United States of America,50,2058,0
United States of America,10,2059,0
United States of America,15,2059,0.007
United States of America,20,2059,0.04
United States of America,25,2059,0.099
United States of America,30,2059,0.117
United States of America,35,2059,0.063
United States of America,40,2059,0.014
United States of America,45,2059,0.001
United States of America,50,2059,0
United States of America,10,2060,0
United States of America,15,2060,0.007
United States of America,20,2060,0.04
United States of America,25,2060,0.099
United States of America,30,2060,0.116
United States of America,35,2060,0.063
United States of America,40,2060,0.014
United States of America,45,2060,0.001
United States of America,50,2060,0
United States of America,10,2061,0
United States of America,15,2061,0.007
United States of America,20,2061,0.04
United States of America,25,2061,0.099
United States of America,30,2061,0.116
United States of America,35,2061,0.063
United States of America,40,2061,0.014
United States of America,45,2061,0.001
United States of America,50,2061,0
United States of America,10,2062,0
United States of America,15,2062,0.007
United States of America,20,2062,0.04
United States of America,25,2062,0.099
United States of America,30,2062,0.117
United States of America,35,2062,0.063
United States of America,40,2062,0.014
United States of America,45,2062,0.001
United States of America,50,2062,0
United States of America,10,2063,0
United States of America,15,2063,0.007
United States of America,20,2063,0.04
United States of America,25,2063,0.1
United States of America,30,2063,0.117
United States of America,35,2063,0.063
United States of America,40,2063,0.014
United States of America,45,2063,0.001
United States of America,50,2063,0
United States of America,10,2064,0
United States of America,15,2064,0.007
United States of America,20,2064,0.04
United States of America,25,2064,0.1
United States of America,30,2064,0.117
United States of America,35,2064,0.063
United States of America,40,2064,0.014
United States of America,45,2064,0.001
United States of America,50,2064,0
United States of America,10,2065,0
United States of America,15,2065,0.007
United States of America,20,2065,0.04
United States of America,25,2065,0.1
United States of America,30,2065,0.117
United States of America,35,2065,0.063
United States of America,40,2065,0.014
United States of America,45,2065,0.001
United States of America,50,2065,0
United States of America,10,2066,0
United States of America,15,2066,0.007
United States of America,20,2066,0.04
United States of America,25,2066,0.1
United States of America,30,2066,0.117
United States of America,35,2066,0.063
United States of America,40,2066,0.014
United States of America,45,2066,0.001
United States of America,50,2066,0
United States of America,10,2067,0
United States of America,15,2067,0.007
United States of America,20,2067,0.04
United States of America,25,2067,0.1
United States of America,30,2067,0.117
United States of America,35,2067,0.063
United States of America,40,2067,0.014
United States of America,45,2067,0.001
United States of America,50,2067,0
United States of America,10,2068,0
United States of America,15,2068,0.007
United States of America,20,2068,0.04
United States of America,25,2068,0.1
United States of America,30,2068,0.117
United States of America,35,2068,0.063
United States of America,40,2068,0.014
United States of America,45,2068,0.001
United States of America,50,2068,0
United States of America,10,2069,0
United States of America,15,2069,0.007
United States of America,20,2069,0.04
United States of America,25,2069,0.1
United States of America,30,2069,0.117
United States of America,35,2069,0.063
United States of America,40,2069,0.014
United States of America,45,2069,0.001
United States of America,50,2069,0
United States of America,10,2070,0
United States of America,15,2070,0.007
United States of America,20,2070,0.04
United States of America,25,2070,0.1
United States of America,30,2070,0.117
United States of America,35,2070,0.063
United States of America,40,2070,0.014
United States of America,45,2070,0.001
United States of America,50,2070,0
United States of America,10,2071,0
United States of America,15,2071,0.007
United States of America,20,2071,0.04
United States of America,25,2071,0.1
United States of America,30,2071,0.118
United States of America,35,2071,0.063
United States of America,40,2071,0.014
United States of America,45,2071,0.001
United States of America,50,2071,0
United States of America,10,2072,0
United States of America,15,2072,0.007
United States of America,20,2072,0.04
United States of America,25,2072,0.1
United States of America,30,2072,0.117
United States of America,35,2072,0.063
United States of America,40,2072,0.014
United States of America,45,2072,0.001
United States of America,50,2072,0
United States of America,10,2073,0
United States of America,15,2073,0.007
United States of America,20,2073,0.04
United States of America,25,2073,0.1
United States of America,30,2073,0.117
